index,season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,h_possession,a_possession,h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
1281,17-18,7,Eintracht Frankfurt,VfB Stuttgart,2,1,1,0,10,13,111.91,112.29,377,501,275,411,102,90,0.73,0.82,0.43,0.57,0.49,0.51,10,17,17,10,1,2,3,6
1282,17-18,7,FC Augsburg,Borussia Dortmund,1,2,1,2,10,14,115.1,117.89,288,476,174,356,114,120,0.6,0.75,0.39,0.61,0.47,0.53,23,12,12,23,5,1,5,5
1283,17-18,7,VfL Wolfsburg,1. FSV Mainz 05,1,1,0,0,6,10,114.72,114.58,476,427,374,338,102,89,0.79,0.79,0.53,0.47,0.58,0.42,9,21,19,8,0,1,5,6
1284,17-18,7,Hamburger SV,Werder Bremen,0,0,0,0,17,9,108.37,104.68,400,322,293,217,107,105,0.73,0.67,0.55,0.45,0.49,0.51,14,28,28,13,0,3,6,7
1285,17-18,7,SC Freiburg,TSG Hoffenheim,3,2,2,1,15,15,119.24,118.85,347,457,277,388,70,69,0.8,0.85,0.43,0.57,0.48,0.52,13,17,17,13,3,1,9,7
1286,17-18,7,Hertha BSC,Bayern München,2,2,0,1,10,17,119.26,114.28,308,625,213,541,95,84,0.69,0.87,0.33,0.67,0.46,0.54,14,12,11,14,1,2,1,9
1287,17-18,7,1. FC Köln,RB Leipzig,1,2,0,1,17,23,114.33,117.38,399,444,296,353,103,91,0.74,0.8,0.48,0.52,0.55,0.45,11,13,13,9,6,4,9,7
1288,17-18,8,VfB Stuttgart,1. FC Köln,2,1,1,0,22,17,119.81,115.23,369,464,270,355,99,109,0.73,0.77,0.45,0.55,0.52,0.48,13,13,13,12,0,0,5,4
1289,17-18,8,Bayern München,SC Freiburg,5,0,2,0,24,6,113.32,121.0,725,347,658,259,67,88,0.91,0.75,0.68,0.32,0.57,0.43,5,7,7,5,2,0,9,1
1290,17-18,8,TSG Hoffenheim,FC Augsburg,2,2,0,0,23,12,115.27,110.56,442,363,365,281,77,82,0.83,0.77,0.55,0.45,0.51,0.49,6,11,11,5,2,2,6,3
1291,17-18,8,Hertha BSC,FC Schalke 04,0,2,0,0,2,11,108.52,113.31,379,606,294,523,85,83,0.78,0.86,0.38,0.62,0.54,0.46,12,20,20,12,1,1,1,5
1292,17-18,8,1. FSV Mainz 05,Hamburger SV,3,2,1,1,14,9,111.58,113.5,335,387,232,278,103,109,0.69,0.72,0.47,0.53,0.5,0.5,16,18,18,15,4,0,4,2
1293,17-18,8,Hannover 96,Eintracht Frankfurt,1,2,1,1,10,12,112.46,107.18,365,327,256,230,109,97,0.7,0.7,0.53,0.47,0.53,0.47,17,19,17,15,3,4,6,6
1294,17-18,8,Borussia Dortmund,RB Leipzig,2,3,1,2,15,7,113.52,115.2,599,312,493,216,106,96,0.82,0.69,0.66,0.34,0.42,0.58,16,20,19,16,7,5,3,2
1295,17-18,8,Bayer 04 Leverkusen,VfL Wolfsburg,2,2,1,1,17,11,116.35,113.9,425,370,335,274,90,96,0.79,0.74,0.54,0.46,0.52,0.48,16,13,13,16,2,2,11,2
1296,17-18,8,Werder Bremen,Bor. Mönchengladbach,0,2,0,2,19,16,116.15,117.28,453,571,360,479,93,92,0.79,0.84,0.45,0.55,0.47,0.53,11,10,10,10,2,1,5,5
1297,17-18,9,FC Schalke 04,1. FSV Mainz 05,2,0,1,0,16,5,116.9,112.69,517,358,423,267,94,91,0.82,0.75,0.6,0.4,0.51,0.49,18,15,15,16,0,3,5,1
1298,17-18,9,RB Leipzig,VfB Stuttgart,1,0,1,0,15,11,117.23,115.64,549,388,446,270,103,118,0.81,0.7,0.58,0.42,0.54,0.46,10,18,18,10,2,6,3,5
1299,17-18,9,Bor. Mönchengladbach,Bayer 04 Leverkusen,1,5,1,0,18,12,106.18,117.05,549,397,471,315,78,82,0.86,0.79,0.58,0.42,0.53,0.47,11,11,11,11,2,0,4,4
1300,17-18,9,Eintracht Frankfurt,Borussia Dortmund,2,2,0,1,14,20,113.22,114.77,281,478,182,373,99,105,0.65,0.78,0.38,0.62,0.44,0.56,14,11,10,14,5,4,4,4
1301,17-18,9,FC Augsburg,Hannover 96,1,2,1,0,15,12,114.22,117.94,341,360,224,238,117,122,0.66,0.66,0.5,0.5,0.49,0.51,13,12,10,12,2,0,11,2
1302,17-18,9,Hamburger SV,Bayern München,0,1,0,0,6,21,111.58,109.54,229,720,136,626,93,94,0.59,0.87,0.25,0.75,0.44,0.56,9,9,9,9,1,3,7,7
1303,17-18,9,1. FC Köln,Werder Bremen,0,0,0,0,19,13,114.68,116.36,389,433,268,330,121,103,0.69,0.76,0.47,0.53,0.55,0.45,18,20,20,17,2,2,3,6
1304,17-18,9,SC Freiburg,Hertha BSC,1,1,0,0,20,12,113.77,111.79,499,366,436,293,63,73,0.87,0.8,0.57,0.43,0.46,0.54,21,15,14,21,2,1,6,1
1305,17-18,9,VfL Wolfsburg,TSG Hoffenheim,1,1,0,0,15,14,118.18,118.25,455,404,397,331,58,73,0.87,0.82,0.54,0.46,0.56,0.44,12,24,24,12,4,0,8,4
1306,17-18,10,1. FSV Mainz 05,Eintracht Frankfurt,1,1,0,1,6,8,113.13,115.23,372,356,244,236,128,120,0.66,0.66,0.52,0.48,0.47,0.53,14,22,22,14,9,2,5,5
1307,17-18,10,TSG Hoffenheim,Bor. Mönchengladbach,1,3,1,0,16,16,120.0,118.43,490,414,414,327,76,87,0.84,0.79,0.54,0.46,0.51,0.49,16,13,13,14,1,2,5,5
1308,17-18,10,Hertha BSC,Hamburger SV,2,1,1,0,8,11,113.52,115.41,385,406,270,295,115,111,0.7,0.73,0.48,0.52,0.52,0.48,14,13,13,14,1,3,9,11
1309,17-18,10,FC Schalke 04,VfL Wolfsburg,1,1,1,0,14,7,119.42,118.81,426,488,339,395,87,93,0.8,0.81,0.47,0.53,0.48,0.52,18,13,13,17,3,2,4,2
1310,17-18,10,Bayer 04 Leverkusen,1. FC Köln,2,1,0,1,17,9,120.83,116.47,602,273,523,172,79,101,0.87,0.63,0.68,0.32,0.49,0.51,16,13,13,14,1,0,8,10
1311,17-18,10,Hannover 96,Borussia Dortmund,4,2,2,1,13,9,114.19,108.05,251,498,141,372,110,126,0.56,0.75,0.34,0.66,0.45,0.55,17,10,10,17,9,1,5,6
1312,17-18,10,Bayern München,RB Leipzig,2,0,2,0,23,3,104.97,99.9,750,285,686,209,64,76,0.91,0.73,0.72,0.28,0.53,0.47,7,9,9,7,5,0,11,1
1313,17-18,10,Werder Bremen,FC Augsburg,0,3,0,2,17,17,109.63,113.36,531,329,437,246,94,83,0.82,0.75,0.61,0.39,0.5,0.5,15,12,11,15,1,2,7,3
1314,17-18,10,VfB Stuttgart,SC Freiburg,3,0,2,0,18,6,115.13,109.88,692,290,625,222,67,68,0.9,0.77,0.71,0.29,0.45,0.55,14,11,10,13,5,1,6,0
1315,17-18,11,Eintracht Frankfurt,Werder Bremen,2,1,1,1,16,12,117.95,119.22,407,439,303,320,104,119,0.74,0.73,0.48,0.52,0.55,0.45,11,13,13,11,4,3,7,8
1316,17-18,11,RB Leipzig,Hannover 96,2,1,0,0,18,11,114.28,115.06,569,371,435,253,134,118,0.76,0.68,0.6,0.4,0.47,0.53,13,16,16,11,4,4,2,3
1317,17-18,11,SC Freiburg,FC Schalke 04,0,1,0,0,13,9,119.13,117.76,476,454,372,371,104,83,0.78,0.82,0.52,0.48,0.5,0.5,14,12,12,14,0,0,6,1
1318,17-18,11,Bor. Mönchengladbach,1. FSV Mainz 05,1,1,0,1,9,20,118.13,119.45,593,346,493,277,100,69,0.83,0.8,0.62,0.38,0.59,0.41,5,14,14,5,2,1,9,9
1319,17-18,11,FC Augsburg,Bayer 04 Leverkusen,1,1,0,0,13,10,112.02,114.29,321,513,237,408,84,105,0.74,0.8,0.4,0.6,0.49,0.51,14,14,14,14,3,0,6,3
1320,17-18,11,Hamburger SV,VfB Stuttgart,3,1,1,0,20,3,113.81,105.79,624,225,542,136,82,89,0.87,0.6,0.74,0.26,0.48,0.52,15,11,10,14,1,0,11,3
1321,17-18,11,Borussia Dortmund,Bayern München,1,3,0,2,15,10,111.94,109.75,495,496,418,417,77,79,0.84,0.84,0.5,0.5,0.56,0.44,12,16,16,12,2,4,4,3
1322,17-18,11,1. FC Köln,TSG Hoffenheim,0,3,0,1,12,22,112.88,120.1,323,574,257,509,66,65,0.8,0.89,0.37,0.63,0.53,0.47,16,15,14,16,2,4,7,6
1323,17-18,11,VfL Wolfsburg,Hertha BSC,3,3,2,1,20,10,113.58,114.8,526,375,451,276,75,99,0.86,0.74,0.59,0.41,0.5,0.5,14,19,19,14,3,0,4,2
1324,17-18,12,VfB Stuttgart,Borussia Dortmund,2,1,1,1,9,13,119.79,118.36,294,500,188,406,106,94,0.64,0.81,0.37,0.63,0.48,0.52,17,14,12,16,5,2,5,4
1325,17-18,12,Bayern München,FC Augsburg,3,0,2,0,17,8,106.87,108.32,732,251,642,161,90,90,0.88,0.64,0.74,0.26,0.53,0.47,13,16,16,13,0,1,6,3
1326,17-18,12,TSG Hoffenheim,Eintracht Frankfurt,1,1,0,1,13,5,120.93,119.53,660,292,567,193,93,99,0.86,0.66,0.69,0.31,0.54,0.46,16,22,20,14,3,5,4,3
1327,17-18,12,Bayer 04 Leverkusen,RB Leipzig,2,2,1,1,13,12,111.23,114.7,416,433,322,356,94,77,0.77,0.82,0.5,0.5,0.48,0.52,17,16,14,15,5,1,3,1
1328,17-18,12,1. FSV Mainz 05,1. FC Köln,1,0,1,0,12,11,117.47,116.34,470,477,361,371,109,106,0.77,0.78,0.49,0.51,0.48,0.52,15,15,15,13,1,1,0,3
1329,17-18,12,VfL Wolfsburg,SC Freiburg,3,1,2,0,15,12,123.61,128.82,496,523,388,423,108,100,0.78,0.81,0.48,0.52,0.55,0.45,8,11,9,8,2,4,1,3
1330,17-18,12,Hertha BSC,Bor. Mönchengladbach,2,4,1,3,15,8,115.36,118.97,606,428,534,344,72,84,0.88,0.8,0.59,0.41,0.5,0.5,17,12,12,15,3,3,8,2
1331,17-18,12,FC Schalke 04,Hamburger SV,2,0,1,0,12,7,116.58,118.21,423,443,334,339,89,104,0.79,0.77,0.49,0.51,0.52,0.48,17,19,18,16,2,1,7,6
1332,17-18,12,Werder Bremen,Hannover 96,4,0,1,0,16,13,117.61,115.51,472,467,370,377,102,90,0.78,0.81,0.51,0.49,0.49,0.51,15,17,17,14,0,1,3,2
1333,17-18,13,Hannover 96,VfB Stuttgart,1,1,0,1,15,13,117.0,113.86,388,446,276,316,112,130,0.71,0.71,0.47,0.53,0.48,0.52,14,16,16,14,2,2,4,5
1334,17-18,13,Borussia Dortmund,FC Schalke 04,4,4,4,0,11,12,115.72,117.25,382,417,283,330,99,87,0.74,0.79,0.47,0.53,0.44,0.56,18,20,19,18,1,2,3,5
1335,17-18,13,RB Leipzig,Werder Bremen,2,0,1,0,15,9,120.66,121.68,530,458,433,347,97,111,0.82,0.76,0.53,0.47,0.53,0.47,9,11,11,9,5,1,8,8
1336,17-18,13,SC Freiburg,1. FSV Mainz 05,2,1,0,0,16,17,120.08,116.2,417,471,308,358,109,113,0.74,0.76,0.46,0.54,0.48,0.52,15,18,16,15,1,2,2,5
1337,17-18,13,Eintracht Frankfurt,Bayer 04 Leverkusen,0,1,0,0,14,13,118.01,118.21,442,452,343,369,99,83,0.78,0.82,0.5,0.5,0.49,0.51,20,15,14,18,0,2,9,2
1338,17-18,13,FC Augsburg,VfL Wolfsburg,2,1,0,1,23,4,115.29,107.74,430,341,373,262,57,79,0.87,0.77,0.57,0.43,0.48,0.52,10,12,12,6,3,2,6,1
1339,17-18,13,Bor. Mönchengladbach,Bayern München,2,1,2,0,7,26,123.49,119.11,286,703,198,622,88,81,0.69,0.88,0.28,0.72,0.48,0.52,13,10,9,12,1,0,2,5
1340,17-18,13,Hamburger SV,TSG Hoffenheim,3,0,1,0,19,13,113.15,112.91,280,434,182,323,98,111,0.65,0.74,0.4,0.6,0.48,0.52,17,23,22,17,3,0,7,8
1341,17-18,13,1. FC Köln,Hertha BSC,0,2,0,1,15,11,113.31,117.76,551,457,460,360,91,97,0.83,0.79,0.54,0.46,0.46,0.54,15,8,8,15,3,1,3,4
1342,17-18,14,SC Freiburg,Hamburger SV,0,0,0,0,21,9,113.96,113.23,442,320,313,195,129,125,0.71,0.61,0.58,0.42,0.5,0.5,13,20,20,13,1,1,7,5
1343,17-18,14,Bayern München,Hannover 96,3,1,1,1,29,8,116.83,123.15,666,293,595,210,71,83,0.89,0.72,0.7,0.3,0.53,0.47,12,8,8,12,5,0,9,3
1344,17-18,14,TSG Hoffenheim,RB Leipzig,4,0,1,0,10,11,120.27,114.25,350,637,244,525,106,112,0.7,0.82,0.35,0.65,0.38,0.62,15,10,10,15,4,2,0,7
1345,17-18,14,Werder Bremen,VfB Stuttgart,1,0,1,0,15,13,125.46,117.95,410,565,295,456,115,109,0.72,0.81,0.42,0.58,0.59,0.41,14,19,18,13,2,3,5,8
1346,17-18,14,Bayer 04 Leverkusen,Borussia Dortmund,1,1,1,0,15,9,116.35,117.04,270,744,189,658,81,86,0.7,0.88,0.27,0.73,0.61,0.39,9,19,19,8,6,2,7,4
1347,17-18,14,1. FSV Mainz 05,FC Augsburg,1,3,0,2,16,10,111.47,112.93,438,301,331,195,107,106,0.76,0.65,0.59,0.41,0.5,0.5,18,16,14,17,0,1,4,3
1348,17-18,14,FC Schalke 04,1. FC Köln,2,2,1,0,23,7,116.84,112.7,494,278,411,183,83,95,0.83,0.66,0.64,0.36,0.56,0.44,16,20,18,14,3,1,7,4
1349,17-18,14,Hertha BSC,Eintracht Frankfurt,1,2,1,1,15,7,112.51,115.41,471,389,352,296,119,93,0.75,0.76,0.55,0.45,0.56,0.44,15,13,13,15,0,1,4,2
1350,17-18,14,VfL Wolfsburg,Bor. Mönchengladbach,3,0,2,0,13,17,120.39,115.23,406,560,334,495,72,65,0.82,0.88,0.42,0.58,0.53,0.47,7,15,15,7,1,5,6,5
1351,17-18,15,VfB Stuttgart,Bayer 04 Leverkusen,0,2,0,1,9,18,118.16,125.34,566,393,455,300,111,93,0.8,0.76,0.59,0.41,0.49,0.51,13,12,12,12,2,0,8,5
1352,17-18,15,Borussia Dortmund,Werder Bremen,1,2,0,1,12,9,120.25,125.55,725,358,610,240,115,118,0.84,0.67,0.67,0.33,0.49,0.51,8,6,6,8,1,2,4,2
1353,17-18,15,RB Leipzig,1. FSV Mainz 05,2,2,2,1,12,13,120.36,117.14,555,330,432,216,123,114,0.78,0.65,0.62,0.38,0.48,0.52,18,17,17,16,1,3,6,4
1354,17-18,15,Eintracht Frankfurt,Bayern München,0,1,0,1,11,6,118.09,114.57,499,461,413,370,86,91,0.83,0.8,0.52,0.48,0.46,0.54,16,14,13,16,2,4,5,5
1355,17-18,15,Hamburger SV,VfL Wolfsburg,0,0,0,0,12,3,116.39,115.2,442,381,338,276,104,105,0.76,0.72,0.53,0.47,0.48,0.52,16,15,13,16,0,0,6,2
1356,17-18,15,Bor. Mönchengladbach,FC Schalke 04,1,1,1,0,13,13,117.18,120.81,514,464,448,402,66,62,0.87,0.87,0.52,0.48,0.46,0.54,13,9,9,12,2,3,8,10
1357,17-18,15,1. FC Köln,SC Freiburg,3,4,3,1,6,25,113.15,117.36,242,460,127,338,115,122,0.52,0.73,0.34,0.66,0.46,0.54,21,16,14,20,3,0,4,9
1358,17-18,15,Hannover 96,TSG Hoffenheim,2,0,0,0,12,9,119.25,114.86,355,573,249,459,106,114,0.7,0.8,0.39,0.61,0.51,0.49,12,15,14,12,0,3,2,1
1359,17-18,15,FC Augsburg,Hertha BSC,1,1,0,0,15,8,113.21,111.84,465,355,343,248,122,107,0.74,0.7,0.58,0.42,0.53,0.47,13,10,9,11,2,1,11,3
1360,17-18,16,VfL Wolfsburg,RB Leipzig,1,1,1,0,12,14,120.2,118.25,418,429,314,332,104,97,0.75,0.77,0.49,0.51,0.47,0.53,9,18,16,8,1,2,6,9
1361,17-18,16,SC Freiburg,Bor. Mönchengladbach,1,0,1,0,23,5,125.9,120.46,424,567,320,463,104,104,0.75,0.82,0.44,0.56,0.56,0.44,8,16,12,7,0,2,5,3
1362,17-18,16,Hamburger SV,Eintracht Frankfurt,1,2,1,2,21,10,118.39,119.02,488,277,359,157,129,120,0.74,0.57,0.65,0.35,0.62,0.38,7,26,26,6,1,1,9,3
1363,17-18,16,1. FSV Mainz 05,Borussia Dortmund,0,2,0,0,13,15,121.01,120.76,426,631,356,550,70,81,0.84,0.87,0.41,0.59,0.47,0.53,14,6,6,14,0,0,2,6
1364,17-18,16,TSG Hoffenheim,VfB Stuttgart,1,0,0,0,11,9,126.66,121.26,623,452,508,330,115,122,0.82,0.73,0.58,0.42,0.48,0.52,12,16,15,12,4,1,0,3
1365,17-18,16,Bayern München,1. FC Köln,1,0,0,0,26,7,112.8,113.43,827,174,762,105,65,69,0.92,0.6,0.83,0.17,0.46,0.54,8,13,12,7,2,0,13,1
1366,17-18,16,Hertha BSC,Hannover 96,3,1,2,0,15,20,114.39,115.11,358,439,264,344,94,95,0.74,0.78,0.44,0.56,0.5,0.5,10,11,11,9,2,3,5,8
1367,17-18,16,FC Schalke 04,FC Augsburg,3,2,1,0,8,15,113.33,111.09,452,376,359,295,93,81,0.79,0.78,0.54,0.46,0.55,0.45,12,17,17,11,1,1,2,3
1368,17-18,16,Bayer 04 Leverkusen,Werder Bremen,1,0,1,0,15,6,122.74,121.93,419,446,325,332,94,114,0.78,0.74,0.48,0.52,0.54,0.46,10,26,26,10,5,1,5,1
1369,17-18,17,Bor. Mönchengladbach,Hamburger SV,3,1,1,0,13,8,116.23,117.39,494,404,396,313,98,91,0.8,0.77,0.55,0.45,0.57,0.43,7,16,15,7,0,2,9,4
1370,17-18,17,1. FC Köln,VfL Wolfsburg,1,0,0,0,18,8,121.92,120.52,380,622,301,538,79,84,0.79,0.86,0.38,0.62,0.54,0.46,8,13,13,8,2,1,5,4
1371,17-18,17,Werder Bremen,1. FSV Mainz 05,2,2,2,0,16,9,116.18,112.0,275,445,177,351,98,94,0.64,0.79,0.38,0.62,0.53,0.47,13,24,22,13,2,4,8,5
1372,17-18,17,Eintracht Frankfurt,FC Schalke 04,2,2,1,0,6,15,117.58,114.91,277,452,160,344,117,108,0.58,0.76,0.37,0.63,0.48,0.52,22,21,21,21,2,7,4,6
1373,17-18,17,FC Augsburg,SC Freiburg,3,3,1,1,17,10,115.79,122.66,496,337,372,222,124,115,0.75,0.66,0.61,0.39,0.52,0.48,8,15,14,6,1,1,11,4
1374,17-18,17,VfB Stuttgart,Bayern München,0,1,0,0,10,17,119.6,115.54,385,519,281,432,104,87,0.73,0.83,0.43,0.57,0.51,0.49,18,14,14,18,2,3,9,7
1375,17-18,17,Borussia Dortmund,TSG Hoffenheim,2,1,0,1,18,12,119.93,123.29,491,585,427,511,64,74,0.87,0.87,0.46,0.54,0.54,0.46,7,13,13,7,5,1,6,4
1376,17-18,17,Hannover 96,Bayer 04 Leverkusen,4,4,3,2,18,20,120.75,120.27,408,372,311,274,97,98,0.76,0.74,0.52,0.48,0.5,0.5,9,16,16,9,0,3,6,5
1377,17-18,17,RB Leipzig,Hertha BSC,2,3,0,2,22,7,116.54,108.38,654,225,545,130,109,95,0.83,0.58,0.75,0.25,0.52,0.48,13,11,11,13,5,3,6,1
1378,17-18,18,Bayer 04 Leverkusen,Bayern München,1,3,0,1,12,16,117.0,113.79,400,517,291,407,109,110,0.73,0.79,0.44,0.56,0.51,0.49,11,13,11,11,0,1,6,6
1379,17-18,18,Werder Bremen,TSG Hoffenheim,1,1,0,1,16,9,119.09,122.47,426,491,343,416,83,75,0.81,0.85,0.47,0.53,0.55,0.45,14,19,18,14,3,2,6,8
1380,17-18,18,Eintracht Frankfurt,SC Freiburg,1,1,1,0,15,2,119.17,125.17,548,383,447,251,101,132,0.82,0.66,0.6,0.4,0.47,0.53,14,18,17,14,5,0,9,2
1381,17-18,18,FC Augsburg,Hamburger SV,1,0,1,0,15,9,113.4,116.33,401,390,272,254,129,136,0.68,0.65,0.51,0.49,0.52,0.48,5,14,13,5,6,1,6,4
1382,17-18,18,Hannover 96,1. FSV Mainz 05,3,2,2,2,25,11,120.06,114.6,395,423,298,321,97,102,0.75,0.76,0.48,0.52,0.55,0.45,13,17,16,13,0,1,8,8
1383,17-18,18,VfB Stuttgart,Hertha BSC,1,0,0,0,8,10,120.68,118.61,441,523,342,417,99,106,0.78,0.8,0.46,0.54,0.5,0.5,8,11,9,8,5,0,4,4
1384,17-18,18,RB Leipzig,FC Schalke 04,3,1,1,0,16,10,116.91,115.75,437,416,357,335,80,81,0.82,0.81,0.51,0.49,0.48,0.52,20,21,19,19,2,3,4,4
1385,17-18,18,1. FC Köln,Bor. Mönchengladbach,2,1,1,0,12,16,123.28,121.24,374,565,275,464,99,101,0.74,0.82,0.4,0.6,0.47,0.53,18,14,14,17,2,1,3,3
1386,17-18,18,Borussia Dortmund,VfL Wolfsburg,0,0,0,0,18,10,115.99,117.92,454,411,378,336,76,75,0.83,0.82,0.52,0.48,0.57,0.43,10,11,11,10,3,0,6,7
1387,17-18,19,Hertha BSC,Borussia Dortmund,1,1,0,0,9,11,119.67,115.4,379,620,284,528,95,92,0.75,0.85,0.38,0.62,0.53,0.47,15,11,11,15,3,2,3,5
1388,17-18,19,TSG Hoffenheim,Bayer 04 Leverkusen,1,4,0,1,13,13,126.78,127.29,457,576,364,482,93,94,0.8,0.84,0.44,0.56,0.53,0.47,18,16,16,18,2,3,4,1
1389,17-18,19,SC Freiburg,RB Leipzig,2,1,0,0,9,12,120.3,117.39,350,509,234,414,116,95,0.67,0.81,0.41,0.59,0.47,0.53,12,13,12,12,1,3,6,6
1390,17-18,19,Bor. Mönchengladbach,FC Augsburg,2,0,1,0,16,19,116.62,113.07,373,439,266,351,107,88,0.71,0.8,0.45,0.55,0.52,0.48,9,11,11,9,1,1,8,5
1391,17-18,19,1. FSV Mainz 05,VfB Stuttgart,3,2,1,1,21,8,118.49,114.15,390,583,315,488,75,95,0.81,0.84,0.41,0.59,0.5,0.5,10,9,8,9,0,0,7,3
1392,17-18,19,VfL Wolfsburg,Eintracht Frankfurt,1,3,0,2,14,18,112.1,118.06,435,400,340,307,95,93,0.78,0.77,0.52,0.48,0.52,0.48,13,19,19,12,1,1,4,3
1393,17-18,19,Hamburger SV,1. FC Köln,0,2,0,1,13,9,114.03,111.68,366,347,239,241,127,106,0.65,0.69,0.53,0.47,0.51,0.49,22,14,13,21,1,2,9,3
1394,17-18,19,Bayern München,Werder Bremen,4,2,1,1,15,10,117.16,123.58,665,364,591,277,74,87,0.89,0.76,0.64,0.36,0.58,0.42,8,19,19,8,5,2,4,7
1395,17-18,19,FC Schalke 04,Hannover 96,1,1,1,0,5,11,123.74,125.59,467,528,367,437,100,91,0.79,0.83,0.46,0.54,0.53,0.47,19,14,14,19,0,1,1,2
1396,17-18,20,Eintracht Frankfurt,Bor. Mönchengladbach,2,0,1,0,8,14,123.91,118.77,425,477,327,385,98,92,0.77,0.81,0.47,0.53,0.56,0.44,14,14,14,14,4,1,4,4
1397,17-18,20,Bayern München,TSG Hoffenheim,5,2,2,2,23,6,115.48,124.39,567,402,489,322,78,80,0.86,0.8,0.59,0.41,0.64,0.36,8,21,20,8,3,3,3,4
1398,17-18,20,Borussia Dortmund,SC Freiburg,2,2,1,1,12,4,117.03,124.47,725,306,618,212,107,94,0.85,0.69,0.71,0.29,0.59,0.41,11,12,12,11,1,1,5,2
1399,17-18,20,RB Leipzig,Hamburger SV,1,1,1,1,15,7,113.87,118.06,503,329,373,209,130,120,0.74,0.64,0.6,0.4,0.53,0.47,15,20,19,14,2,1,3,3
1400,17-18,20,1. FC Köln,FC Augsburg,1,1,1,0,11,11,118.18,116.32,479,402,379,310,100,92,0.79,0.77,0.53,0.47,0.46,0.54,12,16,16,12,1,0,6,6
1401,17-18,20,VfB Stuttgart,FC Schalke 04,0,2,0,2,11,17,116.61,120.4,635,376,545,299,90,77,0.86,0.8,0.62,0.38,0.44,0.56,15,11,11,15,1,3,4,6
1402,17-18,20,Werder Bremen,Hertha BSC,0,0,0,0,18,5,121.81,118.93,559,413,437,286,122,127,0.78,0.69,0.58,0.42,0.47,0.53,15,21,21,15,4,1,2,2
1403,17-18,20,Bayer 04 Leverkusen,1. FSV Mainz 05,2,0,0,0,12,2,121.34,116.7,649,283,566,198,83,85,0.87,0.7,0.7,0.3,0.5,0.5,10,15,15,10,0,1,13,0
1404,17-18,20,Hannover 96,VfL Wolfsburg,0,1,0,0,15,7,123.14,121.93,530,388,432,289,98,99,0.82,0.74,0.58,0.42,0.56,0.44,15,15,15,15,1,1,7,0
1405,17-18,21,1. FC Köln,Borussia Dortmund,2,3,0,1,16,17,120.24,120.84,467,511,380,432,87,79,0.81,0.85,0.48,0.52,0.44,0.56,15,16,16,13,1,3,5,2
1406,17-18,21,Hertha BSC,TSG Hoffenheim,1,1,0,1,6,17,116.78,119.68,439,529,360,434,79,95,0.82,0.82,0.45,0.55,0.54,0.46,15,13,13,14,2,2,0,5
1407,17-18,21,SC Freiburg,Bayer 04 Leverkusen,0,0,0,0,11,16,122.86,119.01,339,578,227,474,112,104,0.67,0.82,0.36,0.64,0.47,0.53,20,11,11,20,0,3,2,4
1408,17-18,21,FC Schalke 04,Werder Bremen,1,2,1,0,15,11,118.69,122.07,437,552,362,457,75,95,0.83,0.83,0.44,0.56,0.54,0.46,16,17,16,16,4,0,3,2
1409,17-18,21,1. FSV Mainz 05,Bayern München,0,2,0,2,15,13,115.59,112.86,345,642,251,532,94,110,0.73,0.83,0.36,0.64,0.52,0.48,10,16,15,10,2,2,3,5
1410,17-18,21,VfL Wolfsburg,VfB Stuttgart,1,1,1,0,16,14,118.61,121.01,572,456,456,354,116,102,0.8,0.78,0.55,0.45,0.46,0.54,13,10,10,12,1,2,3,6
1411,17-18,21,Bor. Mönchengladbach,RB Leipzig,0,1,0,0,10,16,116.52,117.29,415,483,292,387,123,96,0.7,0.8,0.46,0.54,0.59,0.41,14,13,11,13,5,3,1,7
1412,17-18,21,FC Augsburg,Eintracht Frankfurt,3,0,1,0,17,8,116.23,115.73,335,562,213,444,122,118,0.64,0.79,0.37,0.63,0.52,0.48,13,12,11,12,2,2,1,2
1413,17-18,21,Hamburger SV,Hannover 96,1,1,0,1,15,14,123.68,123.77,503,384,408,279,95,105,0.81,0.73,0.57,0.43,0.43,0.57,14,18,18,14,0,3,8,3
1414,17-18,22,RB Leipzig,FC Augsburg,2,0,1,0,24,12,113.81,115.95,430,423,339,320,91,103,0.79,0.76,0.5,0.5,0.57,0.43,12,17,17,12,4,2,6,7
1415,17-18,22,Borussia Dortmund,Hamburger SV,2,0,0,0,10,8,116.9,124.17,571,404,467,306,104,98,0.82,0.76,0.58,0.42,0.61,0.39,13,12,12,13,2,1,2,4
1416,17-18,22,TSG Hoffenheim,1. FSV Mainz 05,4,2,1,1,24,6,116.46,112.0,504,275,404,184,100,91,0.8,0.67,0.64,0.36,0.54,0.46,13,20,19,13,3,0,5,2
1417,17-18,22,Eintracht Frankfurt,1. FC Köln,4,2,1,0,13,8,119.44,114.59,513,387,404,279,109,108,0.79,0.72,0.57,0.43,0.48,0.52,20,18,18,19,0,3,4,1
