season,matchday,h_team,a_team,h_goals,a_goals,h_ht_goals,a_ht_goals,h_shots_on_goal,a_shots_on_goal,h_distance,a_distance,h_total_passes,a_total_passes,h_success_passes,a_success_passes,h_failed_passes,a_failed_passes,h_pass_ratio,a_pass_ratio,h_possesion,a_possesion,h_tackle_ratio,a_tackle_ratio,h_fouls,a_fouls,h_got_fouled,a_got_fouled,h_offside,a_offside,h_corners,a_corners
17-18,15,Eintracht Frankfurt ,Bayern München ,0,1,0,1,11,6,"118,09 km","114,57 km",499,461,413,370,86,91,83%,80%,52%,48%,46%,54%,16,14,13,16,2,4,5,5
17-18,15,Hamburger SV ,VfL Wolfsburg ,0,0,0,0,12,3,"116,39 km","115,2 km",442,381,338,276,104,105,76%,72%,53%,47%,48%,52%,16,15,13,16,0,0,6,2
17-18,15,Bor. Mönchengladbach ,FC Schalke 04 ,1,1,1,0,13,13,"117,18 km","120,81 km",514,464,448,402,66,62,87%,87%,52%,48%,46%,54%,13,9,9,12,2,3,8,10
17-18,15,1. FC Köln ,SC Freiburg ,3,4,3,1,6,25,"113,15 km","117,36 km",242,460,127,338,115,122,52%,73%,34%,66%,46%,54%,21,16,14,20,3,0,4,9
17-18,15,Hannover 96 ,TSG Hoffenheim ,2,0,0,0,12,9,"119,25 km","114,86 km",355,573,249,459,106,114,70%,80%,39%,61%,51%,49%,12,15,14,12,0,3,2,1
17-18,15,FC Augsburg ,Hertha BSC ,1,1,0,0,15,8,"113,21 km","111,84 km",465,355,343,248,122,107,74%,70%,58%,42%,53%,47%,13,10,9,11,2,1,11,3
17-18,16,VfL Wolfsburg ,RB Leipzig ,1,1,1,0,12,14,"120,2 km","118,25 km",418,429,314,332,104,97,75%,77%,49%,51%,47%,53%,9,18,16,8,1,2,6,9
17-18,16,SC Freiburg ,Bor. Mönchengladbach ,1,0,1,0,23,5,"125,9 km","120,46 km",424,567,320,463,104,104,75%,82%,44%,56%,56%,44%,8,16,12,7,0,2,5,3
17-18,16,Hamburger SV ,Eintracht Frankfurt ,1,2,1,2,21,10,"118,39 km","119,02 km",488,277,359,157,129,120,74%,57%,65%,35%,62%,38%,7,26,26,6,1,1,9,3
17-18,16,1. FSV Mainz 05 ,Borussia Dortmund ,0,2,0,0,13,15,"121,01 km","120,76 km",426,631,356,550,70,81,84%,87%,41%,59%,47%,53%,14,6,6,14,0,0,2,6
17-18,16,TSG Hoffenheim ,VfB Stuttgart ,1,0,0,0,11,9,"126,66 km","121,26 km",623,452,508,330,115,122,82%,73%,58%,42%,48%,52%,12,16,15,12,4,1,0,3
17-18,16,Bayern München ,1. FC Köln ,1,0,0,0,26,7,"112,8 km","113,43 km",827,174,762,105,65,69,92%,60%,83%,17%,46%,54%,8,13,12,7,2,0,13,1
17-18,16,Hertha BSC ,Hannover 96 ,3,1,2,0,15,20,"114,39 km","115,11 km",358,439,264,344,94,95,74%,78%,44%,56%,50%,50%,10,11,11,9,2,3,5,8
17-18,16,FC Schalke 04 ,FC Augsburg ,3,2,1,0,8,15,"113,33 km","111,09 km",452,376,359,295,93,81,79%,78%,54%,46%,55%,45%,12,17,17,11,1,1,2,3
17-18,16,Bayer 04 Leverkusen ,Werder Bremen ,1,0,1,0,15,6,"122,74 km","121,93 km",419,446,325,332,94,114,78%,74%,48%,52%,54%,46%,10,26,26,10,5,1,5,1
17-18,17,Bor. Mönchengladbach ,Hamburger SV ,3,1,1,0,13,8,"116,23 km","117,39 km",494,404,396,313,98,91,80%,77%,55%,45%,57%,43%,7,16,15,7,0,2,9,4
17-18,17,1. FC Köln ,VfL Wolfsburg ,1,0,0,0,18,8,"121,92 km","120,52 km",380,622,301,538,79,84,79%,86%,38%,62%,54%,46%,8,13,13,8,2,1,5,4
17-18,17,Werder Bremen ,1. FSV Mainz 05 ,2,2,2,0,16,9,"116,18 km",112 km,275,445,177,351,98,94,64%,79%,38%,62%,53%,47%,13,24,22,13,2,4,8,5
17-18,17,Eintracht Frankfurt ,FC Schalke 04 ,2,2,1,0,6,15,"117,58 km","114,91 km",277,452,160,344,117,108,58%,76%,37%,63%,48%,52%,22,21,21,21,2,7,4,6
17-18,17,FC Augsburg ,SC Freiburg ,3,3,1,1,17,10,"115,79 km","122,66 km",496,337,372,222,124,115,75%,66%,61%,39%,52%,48%,8,15,14,6,1,1,11,4
17-18,17,VfB Stuttgart ,Bayern München ,0,1,0,0,10,17,"119,6 km","115,54 km",385,519,281,432,104,87,73%,83%,43%,57%,51%,49%,18,14,14,18,2,3,9,7
17-18,17,Borussia Dortmund ,TSG Hoffenheim ,2,1,0,1,18,12,"119,93 km","123,29 km",491,585,427,511,64,74,87%,87%,46%,54%,54%,46%,7,13,13,7,5,1,6,4
17-18,17,Hannover 96 ,Bayer 04 Leverkusen ,4,4,3,2,18,20,"120,75 km","120,27 km",408,372,311,274,97,98,76%,74%,52%,48%,50%,50%,9,16,16,9,0,3,6,5
17-18,17,RB Leipzig ,Hertha BSC ,2,3,0,2,22,7,"116,54 km","108,38 km",654,225,545,130,109,95,83%,58%,75%,25%,52%,48%,13,11,11,13,5,3,6,1
17-18,18,Bayer 04 Leverkusen ,Bayern München ,1,3,0,1,12,16,117 km,"113,79 km",400,517,291,407,109,110,73%,79%,44%,56%,51%,49%,11,13,11,11,0,1,6,6
17-18,18,Werder Bremen ,TSG Hoffenheim ,1,1,0,1,16,9,"119,09 km","122,47 km",426,491,343,416,83,75,81%,85%,47%,53%,55%,45%,14,19,18,14,3,2,6,8
17-18,18,Eintracht Frankfurt ,SC Freiburg ,1,1,1,0,15,2,"119,17 km","125,17 km",548,383,447,251,101,132,82%,66%,60%,40%,47%,53%,14,18,17,14,5,0,9,2
17-18,18,FC Augsburg ,Hamburger SV ,1,0,1,0,15,9,"113,4 km","116,33 km",401,390,272,254,129,136,68%,65%,51%,49%,52%,48%,5,14,13,5,6,1,6,4
17-18,18,Hannover 96 ,1. FSV Mainz 05 ,3,2,2,2,25,11,"120,06 km","114,6 km",395,423,298,321,97,102,75%,76%,48%,52%,55%,45%,13,17,16,13,0,1,8,8
17-18,18,VfB Stuttgart ,Hertha BSC ,1,0,0,0,8,10,"120,68 km","118,61 km",441,523,342,417,99,106,78%,80%,46%,54%,50%,50%,8,11,9,8,5,0,4,4
17-18,18,RB Leipzig ,FC Schalke 04 ,3,1,1,0,16,10,"116,91 km","115,75 km",437,416,357,335,80,81,82%,81%,51%,49%,48%,52%,20,21,19,19,2,3,4,4
17-18,18,1. FC Köln ,Bor. Mönchengladbach ,2,1,1,0,12,16,"123,28 km","121,24 km",374,565,275,464,99,101,74%,82%,40%,60%,47%,53%,18,14,14,17,2,1,3,3
17-18,18,Borussia Dortmund ,VfL Wolfsburg ,0,0,0,0,18,10,"115,99 km","117,92 km",454,411,378,336,76,75,83%,82%,52%,48%,57%,43%,10,11,11,10,3,0,6,7
17-18,19,Hertha BSC ,Borussia Dortmund ,1,1,0,0,9,11,"119,67 km","115,4 km",379,620,284,528,95,92,75%,85%,38%,62%,53%,47%,15,11,11,15,3,2,3,5
17-18,19,TSG Hoffenheim ,Bayer 04 Leverkusen ,1,4,0,1,13,13,"126,78 km","127,29 km",457,576,364,482,93,94,80%,84%,44%,56%,53%,47%,18,16,16,18,2,3,4,1
17-18,19,SC Freiburg ,RB Leipzig ,2,1,0,0,9,12,"120,3 km","117,39 km",350,509,234,414,116,95,67%,81%,41%,59%,47%,53%,12,13,12,12,1,3,6,6
17-18,19,Bor. Mönchengladbach ,FC Augsburg ,2,0,1,0,16,19,"116,62 km","113,07 km",373,439,266,351,107,88,71%,80%,45%,55%,52%,48%,9,11,11,9,1,1,8,5
17-18,19,1. FSV Mainz 05 ,VfB Stuttgart ,3,2,1,1,21,8,"118,49 km","114,15 km",390,583,315,488,75,95,81%,84%,41%,59%,50%,50%,10,9,8,9,0,0,7,3
17-18,19,VfL Wolfsburg ,Eintracht Frankfurt ,1,3,0,2,14,18,"112,1 km","118,06 km",435,400,340,307,95,93,78%,77%,52%,48%,52%,48%,13,19,19,12,1,1,4,3
17-18,19,Hamburger SV ,1. FC Köln ,0,2,0,1,13,9,"114,03 km","111,68 km",366,347,239,241,127,106,65%,69%,53%,47%,51%,49%,22,14,13,21,1,2,9,3
17-18,19,Bayern München ,Werder Bremen ,4,2,1,1,15,10,"117,16 km","123,58 km",665,364,591,277,74,87,89%,76%,64%,36%,58%,42%,8,19,19,8,5,2,4,7
17-18,19,FC Schalke 04 ,Hannover 96 ,1,1,1,0,5,11,"123,74 km","125,59 km",467,528,367,437,100,91,79%,83%,46%,54%,53%,47%,19,14,14,19,0,1,1,2
17-18,20,Eintracht Frankfurt ,Bor. Mönchengladbach ,2,0,1,0,8,14,"123,91 km","118,77 km",425,477,327,385,98,92,77%,81%,47%,53%,56%,44%,14,14,14,14,4,1,4,4
17-18,20,Bayern München ,TSG Hoffenheim ,5,2,2,2,23,6,"115,48 km","124,39 km",567,402,489,322,78,80,86%,80%,59%,41%,64%,36%,8,21,20,8,3,3,3,4
17-18,20,Borussia Dortmund ,SC Freiburg ,2,2,1,1,12,4,"117,03 km","124,47 km",725,306,618,212,107,94,85%,69%,71%,29%,59%,41%,11,12,12,11,1,1,5,2
17-18,20,RB Leipzig ,Hamburger SV ,1,1,1,1,15,7,"113,87 km","118,06 km",503,329,373,209,130,120,74%,64%,60%,40%,53%,47%,15,20,19,14,2,1,3,3
17-18,20,1. FC Köln ,FC Augsburg ,1,1,1,0,11,11,"118,18 km","116,32 km",479,402,379,310,100,92,79%,77%,53%,47%,46%,54%,12,16,16,12,1,0,6,6
17-18,20,VfB Stuttgart ,FC Schalke 04 ,0,2,0,2,11,17,"116,61 km","120,4 km",635,376,545,299,90,77,86%,80%,62%,38%,44%,56%,15,11,11,15,1,3,4,6
17-18,20,Werder Bremen ,Hertha BSC ,0,0,0,0,18,5,"121,81 km","118,93 km",559,413,437,286,122,127,78%,69%,58%,42%,47%,53%,15,21,21,15,4,1,2,2
17-18,20,Bayer 04 Leverkusen ,1. FSV Mainz 05 ,2,0,0,0,12,2,"121,34 km","116,7 km",649,283,566,198,83,85,87%,70%,70%,30%,50%,50%,10,15,15,10,0,1,13,0
17-18,20,Hannover 96 ,VfL Wolfsburg ,0,1,0,0,15,7,"123,14 km","121,93 km",530,388,432,289,98,99,82%,74%,58%,42%,56%,44%,15,15,15,15,1,1,7,0
17-18,21,1. FC Köln ,Borussia Dortmund ,2,3,0,1,16,17,"120,24 km","120,84 km",467,511,380,432,87,79,81%,85%,48%,52%,44%,56%,15,16,16,13,1,3,5,2
17-18,21,Hertha BSC ,TSG Hoffenheim ,1,1,0,1,6,17,"116,78 km","119,68 km",439,529,360,434,79,95,82%,82%,45%,55%,54%,46%,15,13,13,14,2,2,0,5
17-18,21,SC Freiburg ,Bayer 04 Leverkusen ,0,0,0,0,11,16,"122,86 km","119,01 km",339,578,227,474,112,104,67%,82%,36%,64%,47%,53%,20,11,11,20,0,3,2,4
17-18,21,FC Schalke 04 ,Werder Bremen ,1,2,1,0,15,11,"118,69 km","122,07 km",437,552,362,457,75,95,83%,83%,44%,56%,54%,46%,16,17,16,16,4,0,3,2
17-18,21,1. FSV Mainz 05 ,Bayern München ,0,2,0,2,15,13,"115,59 km","112,86 km",345,642,251,532,94,110,73%,83%,36%,64%,52%,48%,10,16,15,10,2,2,3,5
17-18,21,VfL Wolfsburg ,VfB Stuttgart ,1,1,1,0,16,14,"118,61 km","121,01 km",572,456,456,354,116,102,80%,78%,55%,45%,46%,54%,13,10,10,12,1,2,3,6
17-18,21,Bor. Mönchengladbach ,RB Leipzig ,0,1,0,0,10,16,"116,52 km","117,29 km",415,483,292,387,123,96,70%,80%,46%,54%,59%,41%,14,13,11,13,5,3,1,7
17-18,21,FC Augsburg ,Eintracht Frankfurt ,3,0,1,0,17,8,"116,23 km","115,73 km",335,562,213,444,122,118,64%,79%,37%,63%,52%,48%,13,12,11,12,2,2,1,2
17-18,21,Hamburger SV ,Hannover 96 ,1,1,0,1,15,14,"123,68 km","123,77 km",503,384,408,279,95,105,81%,73%,57%,43%,43%,57%,14,18,18,14,0,3,8,3
17-18,22,RB Leipzig ,FC Augsburg ,2,0,1,0,24,12,"113,81 km","115,95 km",430,423,339,320,91,103,79%,76%,50%,50%,57%,43%,12,17,17,12,4,2,6,7
17-18,22,Borussia Dortmund ,Hamburger SV ,2,0,0,0,10,8,"116,9 km","124,17 km",571,404,467,306,104,98,82%,76%,58%,42%,61%,39%,13,12,12,13,2,1,2,4
17-18,22,TSG Hoffenheim ,1. FSV Mainz 05 ,4,2,1,1,24,6,"116,46 km",112 km,504,275,404,184,100,91,80%,67%,64%,36%,54%,46%,13,20,19,13,3,0,5,2
17-18,22,Eintracht Frankfurt ,1. FC Köln ,4,2,1,0,13,8,"119,44 km","114,59 km",513,387,404,279,109,108,79%,72%,57%,43%,48%,52%,20,18,18,19,0,3,4,1
17-18,22,Bayer 04 Leverkusen ,Hertha BSC ,0,2,0,1,15,9,"115,87 km","116,56 km",534,350,436,239,98,111,82%,68%,61%,39%,47%,53%,18,19,17,18,0,0,9,4
17-18,22,Hannover 96 ,SC Freiburg ,2,1,1,0,13,13,"121,37 km","122,9 km",383,595,272,454,111,141,71%,76%,40%,60%,52%,48%,13,7,7,13,0,0,3,4
17-18,22,Bayern München ,FC Schalke 04 ,2,1,2,1,13,9,"113,08 km","115,97 km",575,422,470,337,105,85,82%,80%,58%,42%,55%,45%,15,16,15,15,2,1,4,3
17-18,22,VfB Stuttgart ,Bor. Mönchengladbach ,1,0,1,0,7,12,"123,54 km","119,82 km",294,633,203,527,91,106,69%,83%,32%,68%,49%,51%,13,11,11,12,0,1,1,8
17-18,22,Werder Bremen ,VfL Wolfsburg ,3,1,2,0,12,12,"120,43 km","119,76 km",344,523,256,430,88,93,74%,82%,40%,60%,47%,53%,17,12,12,16,0,2,6,8
17-18,23,Hertha BSC ,1. FSV Mainz 05 ,0,2,0,1,9,13,"115,59 km","117,74 km",547,272,423,166,124,106,77%,61%,66%,34%,54%,46%,15,16,16,14,0,1,6,4
17-18,23,1. FC Köln ,Hannover 96 ,1,1,1,1,5,15,"115,8 km","122,42 km",417,373,304,250,113,123,73%,67%,53%,47%,58%,42%,15,18,17,13,7,0,5,4
17-18,23,SC Freiburg ,Werder Bremen ,1,0,1,0,7,9,"127,6 km","121,11 km",368,616,275,508,93,108,75%,82%,37%,63%,52%,48%,13,17,16,13,0,2,0,5
17-18,23,Hamburger SV ,Bayer 04 Leverkusen ,1,2,0,1,11,17,"121,02 km","121,01 km",427,471,306,351,121,120,72%,75%,49%,51%,45%,55%,15,10,10,15,2,0,4,3
17-18,23,VfL Wolfsburg ,Bayern München ,1,2,1,0,3,19,"112,94 km","109,02 km",223,698,144,632,79,66,65%,91%,24%,76%,55%,45%,14,15,15,14,0,1,4,8
17-18,23,FC Schalke 04 ,TSG Hoffenheim ,2,1,2,0,9,11,"117,85 km","121,41 km",276,493,177,389,99,104,64%,79%,36%,64%,51%,49%,18,19,18,18,2,2,4,3
17-18,23,FC Augsburg ,VfB Stuttgart ,0,1,0,1,8,16,"118,94 km","117,68 km",456,308,341,208,115,100,75%,68%,60%,40%,49%,51%,16,16,14,15,5,0,4,7
17-18,23,Bor. Mönchengladbach ,Borussia Dortmund ,0,1,0,1,28,7,"116,24 km","115,99 km",438,399,331,269,107,130,76%,67%,53%,47%,48%,52%,15,17,15,13,4,2,6,5
17-18,23,Eintracht Frankfurt ,RB Leipzig ,2,1,2,1,13,10,"116,4 km","112,18 km",340,441,229,320,111,121,67%,73%,44%,56%,51%,49%,18,13,13,18,4,5,7,5
17-18,24,1. FSV Mainz 05 ,VfL Wolfsburg ,1,1,1,1,13,8,"118,4 km","115,84 km",363,531,260,423,103,108,72%,80%,41%,59%,44%,56%,13,13,13,12,0,3,2,3
17-18,24,Bayern München ,Hertha BSC ,0,0,0,0,19,5,"109,42 km","117,04 km",751,244,660,151,91,93,88%,62%,76%,24%,55%,45%,13,16,14,11,0,2,9,2
17-18,24,TSG Hoffenheim ,SC Freiburg ,1,1,0,0,13,7,"119,37 km","121,5 km",587,392,495,293,92,99,84%,75%,60%,40%,52%,48%,13,19,19,11,1,0,4,2
17-18,24,Hannover 96 ,Bor. Mönchengladbach ,0,1,0,0,20,15,"119,42 km","114,89 km",417,403,309,292,108,111,74%,72%,52%,48%,49%,51%,14,12,11,14,2,1,10,6
17-18,24,VfB Stuttgart ,Eintracht Frankfurt ,1,0,1,0,13,7,"122,2 km","120,88 km",350,554,229,441,121,113,65%,80%,38%,62%,53%,47%,16,15,15,16,2,3,4,3
17-18,24,Werder Bremen ,Hamburger SV ,1,0,0,0,14,6,"119,86 km","123,09 km",536,289,431,182,105,107,80%,63%,65%,35%,44%,56%,16,15,15,15,3,4,11,2
17-18,24,Bayer 04 Leverkusen ,FC Schalke 04 ,0,2,0,1,9,10,"113,97 km","114,4 km",466,398,374,313,92,85,80%,79%,54%,46%,50%,50%,15,19,18,15,1,7,7,3
17-18,24,RB Leipzig ,1. FC Köln ,1,2,1,0,15,14,"117,92 km","118,98 km",578,467,470,346,108,121,81%,74%,54%,46%,47%,53%,13,11,10,12,1,2,3,7
17-18,24,Borussia Dortmund ,FC Augsburg ,1,1,1,0,10,13,"116,15 km","117,99 km",669,361,557,264,112,97,83%,73%,64%,36%,59%,41%,8,15,15,7,1,3,3,3
17-18,25,Bor. Mönchengladbach ,Werder Bremen ,2,2,2,0,10,17,"120,58 km","120,04 km",466,446,366,341,100,105,79%,76%,50%,50%,51%,49%,13,20,20,13,4,2,5,6
17-18,25,FC Schalke 04 ,Hertha BSC ,1,0,1,0,7,11,"111,55 km","110,64 km",471,452,385,363,86,89,82%,80%,50%,50%,49%,51%,16,17,16,16,2,1,2,6
17-18,25,Eintracht Frankfurt ,Hannover 96 ,1,0,1,0,13,6,"119,26 km","119,1 km",398,435,289,287,109,148,73%,66%,48%,52%,50%,50%,21,16,15,21,0,1,5,1
17-18,25,FC Augsburg ,TSG Hoffenheim ,0,2,0,1,8,17,"115,42 km","121,98 km",455,357,340,244,115,113,75%,68%,56%,44%,53%,47%,11,18,18,11,5,0,8,5
17-18,25,Hamburger SV ,1. FSV Mainz 05 ,0,0,0,0,18,5,"114,57 km","109,27 km",475,248,342,123,133,125,72%,50%,67%,33%,51%,49%,17,15,14,15,1,4,11,1
17-18,25,VfL Wolfsburg ,Bayer 04 Leverkusen ,1,2,0,1,7,17,"120,24 km","125,13 km",497,520,391,423,106,97,79%,81%,49%,51%,42%,58%,22,9,8,22,0,0,3,2
17-18,25,RB Leipzig ,Borussia Dortmund ,1,1,1,1,11,4,"118,33 km","117,89 km",458,477,337,355,121,122,74%,74%,50%,50%,48%,52%,19,10,10,17,3,8,3,3
17-18,25,1. FC Köln ,VfB Stuttgart ,2,3,1,2,12,9,"113,83 km","117,27 km",559,370,441,264,118,106,79%,71%,60%,40%,56%,44%,16,13,13,14,4,0,3,3
17-18,25,SC Freiburg ,Bayern München ,0,4,0,2,5,18,"120,57 km","114,22 km",414,637,322,551,92,86,78%,86%,39%,61%,46%,54%,8,8,8,8,2,1,4,5
17-18,26,1. FSV Mainz 05 ,FC Schalke 04 ,0,1,0,0,17,6,"113,07 km","115,76 km",420,371,314,258,106,113,75%,70%,53%,47%,50%,50%,12,18,18,12,1,2,5,6
17-18,26,Bayern München ,Hamburger SV ,6,0,3,0,18,1,"104,41 km","109,72 km",681,229,602,144,79,85,88%,63%,75%,25%,53%,47%,4,9,9,4,2,0,11,1
17-18,26,TSG Hoffenheim ,VfL Wolfsburg ,3,0,1,0,16,6,"119,11 km","113,96 km",440,519,358,434,82,85,81%,84%,46%,54%,62%,38%,7,8,7,7,0,5,11,4
17-18,26,Hertha BSC ,SC Freiburg ,0,0,0,0,14,5,"117,55 km","122,8 km",607,499,504,385,103,114,83%,77%,55%,45%,55%,45%,7,14,14,7,1,3,5,4
17-18,26,Hannover 96 ,FC Augsburg ,1,3,1,2,17,18,"115,38 km","110,57 km",482,323,388,216,94,107,80%,67%,60%,40%,53%,47%,13,17,17,13,0,1,3,6
17-18,26,Bayer 04 Leverkusen ,Bor. Mönchengladbach ,2,0,1,0,19,9,"123,72 km","119,16 km",553,474,465,374,88,100,84%,79%,54%,46%,53%,47%,12,16,15,12,1,1,3,5
17-18,26,VfB Stuttgart ,RB Leipzig ,0,0,0,0,12,8,"113,05 km","112,56 km",388,472,278,352,110,120,72%,75%,45%,55%,51%,49%,16,12,12,16,2,0,3,5
17-18,26,Borussia Dortmund ,Eintracht Frankfurt ,3,2,1,0,13,10,"116,92 km","116,09 km",355,416,247,316,108,100,70%,76%,46%,54%,48%,52%,19,11,10,17,4,4,5,8
17-18,26,Werder Bremen ,1. FC Köln ,3,1,1,0,12,8,"123,69 km","119,15 km",417,564,315,460,102,104,76%,82%,43%,57%,45%,55%,15,14,13,14,2,2,7,3
17-18,27,SC Freiburg ,VfB Stuttgart ,1,2,0,1,8,10,"125,32 km","121,64 km",570,453,468,340,102,113,82%,75%,56%,44%,42%,58%,11,9,9,10,3,2,1,3
17-18,27,Bor. Mönchengladbach ,TSG Hoffenheim ,3,3,1,1,23,13,"123,62 km","125,24 km",595,373,512,295,83,78,86%,79%,62%,38%,55%,45%,11,15,15,11,3,4,9,3
17-18,27,Eintracht Frankfurt ,1. FSV Mainz 05 ,3,0,3,0,15,13,"118,66 km","116,3 km",520,452,431,372,89,80,83%,82%,53%,47%,44%,56%,9,11,9,9,1,3,4,6
17-18,27,FC Augsburg ,Werder Bremen ,1,3,0,2,15,21,"113,06 km","113,48 km",449,445,352,353,97,92,78%,79%,50%,50%,48%,52%,15,15,15,13,0,2,8,7
17-18,27,Hamburger SV ,Hertha BSC ,1,2,1,0,9,16,"125,98 km","122,21 km",532,416,421,316,111,100,79%,76%,56%,44%,45%,55%,13,14,14,13,0,2,1,6
17-18,27,VfL Wolfsburg ,FC Schalke 04 ,0,1,0,0,17,10,"117,66 km","117,22 km",566,444,468,348,98,96,83%,78%,57%,43%,53%,47%,12,18,18,12,0,2,5,2
17-18,27,Borussia Dortmund ,Hannover 96 ,1,0,1,0,25,9,"115,78 km","118,12 km",499,335,402,233,97,102,81%,70%,60%,40%,46%,54%,17,13,12,17,4,5,12,2
17-18,27,1. FC Köln ,Bayer 04 Leverkusen ,2,0,1,0,7,10,"117,51 km","117,74 km",532,546,425,442,107,104,80%,81%,49%,51%,55%,45%,16,7,7,15,1,1,2,2
17-18,27,RB Leipzig ,Bayern München ,2,1,1,1,16,9,"119,64 km","116,7 km",371,579,266,458,105,121,72%,79%,39%,61%,48%,52%,17,15,14,16,1,1,3,6
17-18,28,TSG Hoffenheim ,1. FC Köln ,6,0,1,0,18,4,115 km,"107,38 km",383,532,304,443,79,89,79%,83%,42%,58%,48%,52%,14,9,9,13,5,3,4,8
17-18,28,FC Schalke 04 ,SC Freiburg ,2,0,0,0,16,6,"114,05 km","116,59 km",560,429,486,335,74,94,87%,78%,56%,44%,46%,54%,20,16,15,19,2,0,2,2
17-18,28,Bayer 04 Leverkusen ,FC Augsburg ,0,0,0,0,18,7,"119,24 km","115,19 km",635,334,518,230,117,104,82%,69%,66%,34%,56%,44%,3,11,10,3,1,1,5,1
17-18,28,Hannover 96 ,RB Leipzig ,2,3,0,1,13,15,"115,68 km","112,62 km",369,485,245,389,124,96,66%,80%,44%,56%,60%,40%,16,17,17,16,4,3,6,3
17-18,28,VfB Stuttgart ,Hamburger SV ,1,1,1,1,11,8,"119,74 km","129,11 km",421,556,312,452,109,104,74%,81%,43%,57%,48%,52%,15,14,12,15,3,5,3,7
17-18,28,Bayern München ,Borussia Dortmund ,6,0,5,0,17,9,"114,01 km","114,45 km",681,453,617,384,64,69,91%,85%,60%,40%,51%,49%,5,7,7,4,2,3,2,1
17-18,28,Hertha BSC ,VfL Wolfsburg ,0,0,0,0,9,9,"118,58 km","119,12 km",494,450,376,340,118,110,76%,76%,52%,48%,50%,50%,16,14,13,15,0,2,4,5
17-18,28,Werder Bremen ,Eintracht Frankfurt ,2,1,1,0,9,11,"114,94 km","116,51 km",425,519,320,425,105,94,75%,82%,45%,55%,49%,51%,16,9,9,16,4,3,6,3
17-18,28,1. FSV Mainz 05 ,Bor. Mönchengladbach ,0,0,0,0,14,11,"119,83 km","119,9 km",409,500,315,389,94,111,77%,78%,45%,55%,50%,50%,14,8,7,11,1,0,7,6
17-18,29,Hannover 96 ,Werder Bremen ,2,1,2,0,10,14,"121,85 km","114,37 km",369,487,251,370,118,117,68%,76%,43%,57%,54%,46%,16,21,20,16,1,1,4,2
17-18,29,1. FC Köln ,1. FSV Mainz 05 ,1,1,1,0,15,12,"111,02 km","114,77 km",390,353,273,257,117,96,70%,73%,52%,48%,46%,54%,13,20,19,13,2,1,8,3
17-18,29,SC Freiburg ,VfL Wolfsburg ,0,2,0,1,13,11,"116,7 km","116,57 km",477,324,376,220,101,104,79%,68%,60%,40%,51%,49%,17,16,14,16,0,0,9,3
17-18,29,Bor. Mönchengladbach ,Hertha BSC ,2,1,0,1,10,12,"115,25 km","113,44 km",509,385,419,297,90,88,82%,77%,56%,44%,49%,51%,12,19,18,12,4,1,4,5
17-18,29,FC Augsburg ,Bayern München ,1,4,1,2,7,12,"107,19 km","105,8 km",266,642,184,564,82,78,69%,88%,29%,71%,40%,60%,22,8,8,21,4,1,1,6
17-18,29,Hamburger SV ,FC Schalke 04 ,3,2,1,1,18,7,"123,19 km","116,85 km",505,319,380,201,125,118,75%,63%,61%,39%,45%,55%,16,15,15,16,0,3,8,1
17-18,29,Borussia Dortmund ,VfB Stuttgart ,3,0,1,0,15,8,"106,36 km","103,69 km",376,361,271,262,105,99,72%,73%,50%,50%,57%,43%,12,15,15,12,3,4,5,7
17-18,29,Eintracht Frankfurt ,TSG Hoffenheim ,1,1,0,0,14,10,"113,11 km","115,02 km",548,315,484,234,64,81,88%,74%,63%,37%,44%,56%,13,10,8,13,5,4,8,3
17-18,29,RB Leipzig ,Bayer 04 Leverkusen ,1,4,1,1,19,13,"111,1 km","118,44 km",420,473,321,370,99,103,76%,78%,46%,54%,53%,47%,8,7,7,8,3,5,8,9
17-18,30,VfL Wolfsburg ,FC Augsburg ,0,0,0,0,16,7,"113,02 km","108,63 km",492,304,415,220,77,84,84%,72%,62%,38%,45%,55%,18,18,17,18,3,0,7,5
17-18,30,TSG Hoffenheim ,Hamburger SV ,2,0,2,0,21,13,"122,52 km","124,2 km",309,493,224,398,85,95,72%,81%,40%,60%,59%,41%,8,11,10,8,3,3,7,8
17-18,30,Hertha BSC ,1. FC Köln ,2,1,0,1,12,13,"115,24 km","111,17 km",489,397,410,305,79,92,84%,77%,55%,45%,47%,53%,14,11,11,13,1,3,6,8
17-18,30,Bayer 04 Leverkusen ,Eintracht Frankfurt ,4,1,1,1,11,7,"120,65 km","115,8 km",523,457,442,374,81,83,85%,82%,53%,47%,41%,59%,17,9,9,15,2,2,2,2
17-18,30,VfB Stuttgart ,Hannover 96 ,1,1,0,0,12,10,"112,87 km","118,88 km",471,415,379,327,92,88,80%,79%,53%,47%,63%,37%,12,11,11,12,0,0,10,4
17-18,30,Bayern München ,Bor. Mönchengladbach ,5,1,2,1,20,4,"116,89 km","117,04 km",761,341,716,277,45,64,94%,81%,70%,30%,45%,55%,10,9,9,9,0,4,6,0
17-18,30,FC Schalke 04 ,Borussia Dortmund ,2,0,0,0,12,12,"115,2 km","111,17 km",339,491,265,391,74,100,78%,80%,41%,59%,47%,53%,8,10,10,8,3,1,4,6
17-18,30,Werder Bremen ,RB Leipzig ,1,1,1,0,16,10,"111,33 km","112,38 km",366,524,268,416,98,108,73%,79%,42%,58%,47%,53%,17,12,12,17,1,2,5,2
